id,hospital_name,site_name,lat,lon,geo_qual,street,house_number,postcode,city,cc,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date,comments
323,Spitalul de Recuperare Borsa,,47.654216,24.666528,-1,,,,,RO,Romania,400,,,,,,,,,spital_borsa@yahoo.com,,16/04/2020,
25,Spitalul de Pneumoftiziologie Leordeni Consiliul Judetean Arges,,44.793596,25.115331,-1,,,,,RO,Romania,107,,,,,,,,,www.spitalleordeni.ro,,16/04/2020,
56,Spitalul Orasenesc Rupea Consiliul Local Rupea,,46.0375,25.220388,-1,,,,,RO,Romania,80,,,,,,,,,www.spitalrupea.ro,,16/04/2020,
38,Spitalul Orasenesc Alesd Consiliul Local Alesd,,47.060329,22.3935,-1,,,,,RO,Romania,147,,,,,,,,,www.spitalalesd.ro,,16/04/2020,
66,Spitalul Orasenesc Nehoiu Consiliul Local Nehoiu,,45.41966,26.30127,-1,,,,,RO,Romania,135,,,,,,,,,www.spitalnehoiu.com,,16/04/2020,
32,Spitalul Orasenesc Buhusi Consiliul Local Buhusi,,46.71054,26.69829,-1,,,,,RO,Romania,193,,,,,,,,,www.spitalbuhusi.ro,,16/04/2020,
75,Spitalul Orasenesc Lehliu-Gara Consiliul Local Lehliu-Gara,,44.442551,26.8519,-1,,,,,RO,Romania,114,,,,,,,,,www.splehliu.ro,,16/04/2020,
42,Spitalul Orasenesc Dr. George Trifon Nasaud Consiliul Local Nasaud,,47.284033,24.40903,-1,,,,,RO,Romania,165,,,,,,,,,www.spitalnasaud.mediakom.ro,,16/04/2020,
144,Sanatoriul de Pneumoftiziologie Brad Consiliul Judetean Hunedoara,,46.135081,22.824563,-1,,,,,RO,Romania,155,,,,,,,,,www.sanatoriulbrad.ro,,16/04/2020,
137,Spitalul Municipal Dr. A. Simionescu Hunedoara Consiliul Local Hunedoara,,45.800802,22.758522,-1,,,,,RO,Romania,612,,,,,,,,,www.sphd.ro,,16/04/2020,
23,Spitalul de Pediatrie Pitesti Consiliul Judetean Arges,,44.850796,24.865354,-1,,,,,RO,Romania,411,,,,,,,,,www.pediatriepitesti.ro,,16/04/2020,
34,Spitalul Clinic Judetean de Urgenta Oradea Consiliul Local al Municipiului Oradea,,47.251271,21.885796,-1,,,,,RO,Romania,885,,,,,,,,,www.spitaljudetean-oradea.ro/,,16/04/2020,
41,Spitalul Judetean de Urgenta Bistrita Consiliul Judetean Bistrita Nasaud,,47.139691,24.505847,-1,,,,,RO,Romania,1035,,,,,,,,,spital.bistrita.ro,,16/04/2020,
313,Sanatoriul Balnear si de Recuperare Techirghiol,,44.049401,28.605314,-1,,,,,RO,Romania,935,,,,,,,,,www.sbtghiol.ro,,16/04/2020,
33,Spitalul de Pneumoftiziologie Bacau Consiliul Local Bacau,,46.564445,26.899542,-1,,,,,RO,Romania,176,,,,,,,,,www.pneumoftiziologie-bacau.ro,,16/04/2020,
114,Spitalul Municipal Anton Cincu Tecuci,,45.847202,27.437249,-1,,,,,RO,Romania,265,,,,,,,,,,,16/04/2020,
254,Spitalul de Psihiatrie Dragoesti Consiliul Judetean Valcea,,44.812045,24.288025,-1,,,,,RO,Romania,125,,,,,,,,,www.spitaluldragoesti.ro,,16/04/2020,
250,Spitalul Municipal Costache Nicolescu Dragasani Consiliul Local Dragasani,,44.659378,24.258279,-1,,,,,RO,Romania,246,,,,,,,,,www.smcnd.ro,,16/04/2020,
194,Spitalul Orasenesc Sf. Filofteia Mizil Consiliul Local Mizil,,44.99831,26.439285,-1,,,,,RO,Romania,102,,,,,,,,,www.spitalmizil.ro,,16/04/2020,
93,Spitalul Municipal Medgidia Consiliul Local Medgidia,,44.264871,28.284302,-1,,,,,RO,Romania,350,,,,,,,,,www.spitalmedgidia.ro,,16/04/2020,
325,Sanatoriul Balneoclimateric de Copii Busteni,,45.416128,25.535322,-1,,,,,RO,Romania,104,,,,,,,,,www.sanatoriulbusteni.ro,,16/04/2020,
328,Centrul Medical de Evaluare si Recuperare pentru Copii si Tineri Cristian Șerban Buziaș,,45.649692,21.610145,-1,,,,,RO,Romania,50,,,,,,,,,www.ccserban.ro,,16/04/2020,
153,Spitalul Clinic de Pneumoftiziologie Iasi,,47.169644,27.584814,-1,,,,,RO,Romania,350,,,,,,,,,,,16/04/2020,
166,Spitalul de Boli Infectioase Dermato - Venerologie si Psihiatrie Baia Mare Consiliul Judetean Maramures,,47.6614145,23.5908618,-1,,,,,RO,Romania,135,,,,,,,,,www.sbidvp.ro,,16/04/2020,
186,Spitalul Orasenesc Bals Consiliul Local Bals,,44.347065,24.115725,-1,,,,,RO,Romania,119,,,,,,,,,http://www.spitalulbals.ro/,,16/04/2020,
103,Spitalul Clinic Municipal Filantropia Craiova Consiliul Local Craiova,,44.29896,23.81089,-1,,,,,RO,Romania,495,,,,,,,,,www.filantropia.ro,,16/04/2020,
345,Institutul Clinic Fundeni,,44.465132,26.153297,-1,,,,,RO,Romania,1098,,,,,,,,,www.icfundeni.ro/,,16/04/2020,
170,Spitalul Municipal Orsova Consiliul Local Orsova,,44.721445,22.396027,-1,,,,,RO,Romania,120,,,,,,,,,in constructie,,16/04/2020,
