id,hospital_name,site_name,lat,lon,geo_qual,street,house_number,postcode,city,cc,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date
260551132_001_771077,Josephs-Hospital Warendorf,Josephs-Hospital Warendorf,51.960420529706,8.002352893336,1,Am Krankenhaus,2,48231,Warendorf,DE,Germany,,,,,,,,,,,08/03/2020,15/04/2020
261500198_001_771770,Helios Klinik Zerbst/Anhalt GmbH,Hauptstandort,51.960538935624,12.09354137759,1,Friedrich-Naumann-Straße,53,39261,Zerbst/Anhalt,DE,Germany,,,,,,,,,,,08/03/2020,15/04/2020
260590652_001_771997,Evangelische Krankenhausgemeinschaft Herne | Castrop-Rauxel gGmbH,Evangelisches Krankenhaus Witten gGmbH,51.445604014753,7.343875944598,1,Pferdebachstraße,27,58455,Witten,DE,Germany,,,,,,,,,,,08/03/2020,15/04/2020
260320450_001_772573,Sophienklinik GmbH,Sophienklinik GmbH,52.362268389496,9.777482271129,1,Bischofsholer Damm,160,30173,Hannover,DE,Germany,,,,,,,,,,,08/03/2020,15/04/2020
260510223_001_773308,BG Klinikum Duisburg gGmbH,BG Klinikum Duisburg gGmbH,51.380675639817,6.785428762469,1,Großenbaumer Allee,250,47249,Duisburg,DE,Germany,,,,,,,,,,,08/03/2020,15/04/2020
260911320_001_773597,Klinikum Garmisch-Partenkirchen,Klinikum Garmisch-Partenkirchen Standort Murnau,47.671590022337,11.219773683697,1,Prof.-Küntscher-Straße,8,82418,Murnau am Staffelsee,DE,Germany,,,,,,,,,,,08/03/2020,15/04/2020
260911320_001_773617,Klinikum Garmisch-Partenkirchen,Klinikum Garmisch-Partenkirchen,47.483929564176,11.127636015399,1,Auenstraße,6,82467,Garmisch-Partenkirchen,DE,Germany,,,,,,,,,,,08/03/2020,15/04/2020
260330394_001_771364,Kreiskrankenhaus Osterholz,Kreiskrankenhaus Osterholz,53.23344318708,8.793386220932,1,Am Krankenhaus,4,27711,Osterholz-Scharmbeck,DE,Germany,,,,,,,,,,,08/03/2020,15/04/2020
260590845_001_772118,St. Franziskus-Hospital gGmbH Winterberg,St. Franziskus-Hospital Winterberg gGmbH,51.193310232526,8.5381085872,1,Franziskusstraße,2,59955,"Winterberg, Westfalen",DE,Germany,,,,,,,,,,,08/03/2020,15/04/2020
261601021_001_771835,Helios Klinikum Erfurt GmbH,Helios Klinikum Erfurt GmbH,50.994088107174,11.011598825553,1,Nordhäuser Straße,74,99089,Erfurt,DE,Germany,,,,,,,,,,,08/03/2020,15/04/2020
260593450_001_772303,LWL-Klinik Dortmund - Elisabeth-Klinik - Kinder- und Jugendpsychiatrie Psychotherapie · Psychosomatik,LWL-Klinik Dortmund - Elisabeth-Klinik - Kinder- und Jugendpsychiatrie Psychotherapie · Psychosomatik,51.503072843858,7.547493696147,1,Marsbruchstraße,162a,44287,Dortmund,DE,Germany,,,,,,,,,,,08/03/2020,15/04/2020
260593450_001_772304,LWL-Klinik Dortmund - Elisabeth-Klinik - Kinder- und Jugendpsychiatrie Psychotherapie · Psychosomatik,LWL-Tagesklinik Dortmund  Kinder- und Jugendpsychiatrie · Psychosomatik,51.509104715874,7.455439746363,1,Beurhausstraße,47,44137,Dortmund,DE,Germany,,,,,,,,,,,08/03/2020,15/04/2020
260592084_001_772561,St. Barbara Klinik Hamm GmbH,St. Barbara Klinik Hamm-Heessen,51.708239818582,7.841748386613,1,Am Heessener Wald,1,59073,"Hamm, Westfalen",DE,Germany,,,,,,,,,,,08/03/2020,15/04/2020
260592084_001_772562,St. Barbara Klinik Hamm GmbH,St. Josef-Krankenhaus Hamm-Bockum-Hövel,51.698388463495,7.762981832011,1,Albert-Struck-Str.,1,59075,"Hamm, Westfalen",DE,Germany,,,,,,,,,,,08/03/2020,15/04/2020
260832836_001_772963,Herz- Zentrum Bodensee,Hauptstandort Herz-Zentrum,47.671732707494,9.185561120494,1,Luisenstraße,9a,78464,Konstanz,DE,Germany,,,,,,,,,,,08/03/2020,15/04/2020
260592277_001_771727,VAMED Klinik Bad Berleburg,VAMED Klinik Bad Berleburg,51.060568548166,8.402625381873,1,An der Gontardslust,7,57319,Bad Berleburg,DE,Germany,,,,,,,,,,,08/03/2020,15/04/2020
260590583_001_771535,Helios Klinikum Schwelm GmbH,Helios Klinikum Schwelm,51.293446626116,7.311882555468,1,Dr.-Moeller-Straße,15,58332,Schwelm,DE,Germany,,,,,,,,,,,08/03/2020,15/04/2020
