id,hospital_name,site_name,lat,lon,geo_qual,street,house_number,postcode,city,cc,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date
100101,Amsterdam UMC,AMC,52.294127658893,4.95808226736153,-1,Meibergdreef,9,1105 AZ,Amsterdam Zuidoost,NL,Netherlands,,,,,Academisch ziekenhuis,,,,,,01/01/19,31/03/2020
100102,Amsterdam UMC,Emma Kinderziekenhuis,52.294127658893,4.95808226736153,-1,Meibergdreef,9,1105 AZ,Amsterdam,NL,Netherlands,,,,,Kinderziekenhuis,,,,,,01/01/19,31/03/2020
100103,Amsterdam UMC,Vumc,52.3335170128498,4.86535948707326,-1,de Boelelaan,1117,1081 HV,Amsterdam,NL,Netherlands,,,,,Academisch ziekenhuis,,,,,,01/01/19,31/03/2020
100201,Maastricht UMC+,Maastricht UMC+,50.8346626630743,5.71350226641577,-1,P. Debijelaan,25,6229 HX,Maastricht,NL,Netherlands,,,,,Academisch ziekenhuis,,,,,,01/01/19,31/03/2020
100202,Maastricht UMC+,Medisch centrum Annadal,50.8472740976704,5.66905064066851,-1,Brouwersweg,100,6216 EG,Maastricht,NL,Netherlands,,,,,Buitenpolikliniek,,,,,,01/01/19,31/03/2020
100203,Maastricht UMC+,Stadspoli Oost,50.8466835327547,5.70929906747765,-1,Vijverdalseweg,2-4,6224 NB,Maastricht,NL,Netherlands,,,,,Buitenpolikliniek,,,,,,01/01/19,31/03/2020
100204,Maastricht UMC+,Stadspoli West,50.8592416657474,5.66763226878035,-1,Clavecymbelstraat,71A-77A,6217 CS,Maastricht,NL,Netherlands,,,,,Buitenpolikliniek,,,,,,01/01/19,31/03/2020
100301,Albert Schweitzer Ziekenhuis,Albert Schweitzer Ziekenhuis Dordwijk,51.7919385455141,4.68251773148278,-1,A. Schweitzerplaats," 25",3318 AT,Dordrecht,NL,Netherlands,,,,,Algemeen ziekenhuis,,,,,,01/01/19,31/03/2020
100302,Albert Schweitzer Ziekenhuis,Albert Schweitzer Ziekenhuis Zwijndrecht,51.8270641592495,4.63020914931586,-1,Langeweg,336,3331 LZ,Zwijndrecht,NL,Netherlands,,,,,Algemeen ziekenhuis,,,,,,01/01/19,31/03/2020
100303,Albert Schweitzer Ziekenhuis,Albert Schweitzer Ziekenhuis Sliedrecht,51.8288005484033,4.77712195007627,-1,Stationspark,400,3364 DA,Sliedrecht,NL,Netherlands,,,,,Algemeen ziekenhuis,,,,,,01/01/19,31/03/2020
