id,hospital_name,site_name,lat,lon,geo_qual,street,house_number,postcode,city,cc,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date,comments
0,"Hospital Prof. Doutor Fernando Fonseca, E.P.E.",ARS Lisboa e Vale do Tejo,38.7903,-9.35091,1,Rua das Eiras 34,,2725-079,Algueirão-Mem Martins,PT,Portugal,,,,yes,Serviço de Urgência Básica,,Urgência Adultos,214345535,sec.geral@hff.min-saude.pt,,01/12/19,16/04/2020,
52,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.",ARS Norte,41.743265,-7.476717,1,Avenida Dr. Francisco Sá Carneiro,,5400-279,Chaves,PT,Portugal,,,,yes,Serviço de Urgência Médico-Cirúrgico,,"Imunohemoterapia, Patologia Clínica, Urgência Crianças e Adolescentes, Medicina Interna, Anestesiologia, Ortopedia, Imagiologia - RX convencional, ecografia e TC, Bloco Operatório, Urgência Adultos, Cirurgia Geral, Sala de Observações com Camas - Adultos",276300900,hchaves@hchaves.min-saude.pt,,01/12/19,16/04/2020,
598,"Hospital José Joaquim Fernandes - Beja - ULS Baixo Alentejo, E.P.E.",ARS Alentejo,37.7041,-8.08336,1,"Avenida General Humberto Delgado, Apartado 17",,7780-123,Castro Verde,PT,Portugal,,,,yes,Serviço de Urgência Básica,,Urgência Crianças e Adolescentes,286320140,subcvcasns@ulsba.min-saude.pt,,01/12/19,16/04/2020,
825,"Centro Hospitalar Alto Minho - ULS Alto Minho, E.P.E.",ARS Norte,41.76777,-8.579124,1,Largo Conde de Bertiandos,,4990-041,Ponte de Lima,PT,Portugal,,,,yes,Serviço de Urgência Básica,,"Urgência Adultos, Urgência Crianças e Adolescentes",258909500,administracaopl@ulsam.min-saude.pt,,01/12/19,16/04/2020,
360,"Centro Hospitalar Universitário de Lisboa Central, E.P.E.",ARS Lisboa e Vale do Tejo,38.728378,-9.139314,1,Rua Jacinta Marto,,1169-045,Lisboa,PT,Portugal,,,,yes,Serviço de Urgência Polivalente com Centro de Trauma,,"Cardiologia Pediátrica, Unidade de Cuidados Intensivos - Pediátrica, Bloco Operatório, Patologia Clínica, Pedopsiquiatria, Urgência Crianças e Adolescentes, Pediatria, Imagiologia - RX convencional, ecografia e TC, Cirurgia Pediátrica, Unidade de Cuidados Intensivos - Queimados",213126600,sec.adm.hde@chlc.min-saude.pt,,01/12/19,16/04/2020,
201,"Centro Hospitalar do Nordeste - ULS do Nordeste, E.P.E.",ARS Norte,41.535021,-6.96049,1,Rua Dr. Urze Pires,,5340-263,Macedo de Cavaleiros,PT,Portugal,,,,yes,Serviço de Urgência Básica,,"Urgência Adultos, Urgência Crianças e Adolescentes",278428200,hdmc@hmcavaleiros.min-saude.pt,,01/12/19,16/04/2020,
392,Grupo | Serviços de Urgência Básica | ARSN,ARS Norte,40.9714,-7.60926,1,Avenida da República,,3620-371,Moimenta da Beira,PT,Portugal,,,,yes,Serviço de Urgência Básica,,Urgência Crianças e Adolescentes,254520254,sub.moimentabeira@arsnorte.min-saude.pt,,01/12/19,16/04/2020,
394,"Centro Hospitalar de Leiria, E.P.E.",ARS Centro,39.550603,-8.972319,2,Rua do Hospital - Apartado 70,,2460-051,Alcobaça,PT,Portugal,,,,yes,Serviço de Urgência Básica,,"Medicina Interna, Urgência Adultos",262590400,hablo@halcobaca.min-saude.pt,,01/12/19,16/04/2020,
362,"Centro Hospitalar Universitário de Lisboa Central, E.P.E.",ARS Lisboa e Vale do Tejo,38.732673,-9.147507,1,Rua Viriato,,1069-089,Lisboa,PT,Portugal,,,,yes,Serviço de Urgência Polivalente,,"Sala de Observações com Camas - Ginecologia e Obstetrícia, Obstetrícia, Bloco Operatório, Imagiologia - RX convencional, ecografia e TC, Unidade de Cuidados Intensivos - Neonatais",213184000,secretariadoca@mac.min-saude.pt,,01/12/19,16/04/2020,
105,"Centro Hospitalar de Setúbal, E.P.E.",ARS Lisboa e Vale do Tejo,38.529351,-8.881073,1,Rua Camilo Castelo Branco - Apartado 140,,2910-446,Setùbal,PT,Portugal,,,,yes,Serviço de Urgência Médico-Cirúrgico,,"Sala de Observações com Camas - Adultos, Urgência Adultos, Unidade de Cuidados Intensivos - Coronários, Medicina Interna, Anestesiologia, Bloco Operatório, Patologia Clínica, Obstetrícia, Urgência Crianças e Adolescentes, Ortopedia, Sala de Observações com Camas - Pediátrico, Imagiologia - RX convencional, ecografia e TC, Pediatria, Imunohemoterapia, Unidade de Cuidados Intensivos - Adultos",265549000,geral@chs.min-saude.pt,,01/12/19,16/04/2020,
63,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",ARS Centro,40.220046,-8.412101,1,Avenida Bissaya Barreto - Praceta Prof. Mota Pinto,,3000-075,Coimbra,PT,Portugal,,,,yes,Serviço de Urgência Polivalente com Centro de Trauma,,"Imunohemoterapia, Imagiologia - RX convencional, ecografia e TC, Patologia Clínica, Cardiologia de Intervenção, Unidade de Cuidados Intensivos - Queimados, Cirurgia Plástica e Reconstrutiva, Cirurgia Vascular, Unidade de Cuidados Intensivos - Adultos, Cirurgia Maxilofacial, Toxicologia, Bloco Operatório, Unidade de Cuidados Intensivos - Coronários, Medicina Interna, Ortopedia, Cardiologia, Sala de Observações com Camas - Adultos, Cirurgia Cardiotorácica, Pneumologia (com endoscopia), Gastroenterologia (com endoscopia), Cirurgia Geral, Radiologia de Intervenção, Neurocirurgia, Angiografia Digital e RMN, Anestesiologia",239400400,casec@chuc.min-saude.pt,,01/12/19,16/04/2020,
55,"Centro Hospitalar do Baixo Vouga, E.P.E.",ARS Centro,40.633795,-8.655092,2,Avenida Artur Ravara,,3814-501,Aveiro,PT,Portugal,,,,yes,Serviço de Urgência Médico-Cirúrgico,,"Sala de Observações com Camas - Adultos, Obstetrícia, Bloco Operatório, Anestesiologia, Pediatria, Ortopedia, Imagiologia - RX convencional, ecografia e TC, Unidade de Cuidados Intensivos - Adultos, Urgência Crianças e Adolescentes, Medicina Interna, Cirurgia Geral, Sala de Observações com Camas - Pediátrico, Imunohemoterapia, Patologia Clínica",234378300,sec-adm@chbv.min-saude.pt,,01/12/19,16/04/2020,
95,Hospital Beatriz Ângelo,ARS Lisboa e Vale do Tejo,38.821769,-9.176301,1,"Avenida Carlos Teixeira, 3",,2674-514,Loures,PT,Portugal,,,,yes,Serviço de Urgência Médico-Cirúrgico,,"Obstetrícia, Unidade de Cuidados Intensivos - Neonatais, Anestesiologia, Urgência Crianças e Adolescentes, Pediatria, Patologia Clínica, Cirurgia Geral, Ortopedia, Imagiologia - RX convencional, ecografia e TC, Sala de Observações com Camas - Adultos, Unidade de Cuidados Intensivos - Adultos, Urgência Adultos, Medicina Interna, Sala de Observações com Camas - Pediátrico, Bloco Operatório",219847200,geral@hbeatrizangelo.pt,,01/12/19,16/04/2020,
109,"Hospital Garcia de Orta, E.P.E.",ARS Lisboa e Vale do Tejo,38.67381,-9.17597,1,"Avenida Torrado da Silva, Pragal",,2805-267,Almada,PT,Portugal,,,,yes,Serviço de Urgência Polivalente,,"Ortopedia, Unidade de Cuidados Intensivos - Pediátrica, Neurocirurgia, Anestesiologia, Unidade de Cuidados Intensivos - Coronários, Pediatria, Sala de Observações com Camas - Pediátrico, Unidade de Cuidados Intensivos - Adultos, Toxicologia, Patologia Clínica, Cardiologia de Intervenção, Obstetrícia, Gastroenterologia (com endoscopia), Imunohemoterapia, Unidade de Cuidados Intensivos - Neonatais, Pneumologia (com endoscopia), Angiografia Digital e RMN, Imagiologia - RX convencional, ecografia e TC, Urgência Adultos, Urgência Crianças e Adolescentes, Cirurgia Geral, Sala de Observações com Camas - Adultos, Cardiologia, Bloco Operatório",212940294,geral@hgo.min-saude.pt,,01/12/19,16/04/2020,
959,Hospital São José - Fafe,ARS Norte,41.449886,-8.168964,2,Praça José Florêncio Soares - Apartado 120,,4820-148,Fafe,PT,Portugal,,,,yes,Serviço de Urgência Básica,,Urgência Crianças e Adolescentes,253700300,geral.hsj@scmfafe.pt,,01/12/19,16/04/2020,
