country,cap_beds,name,lon,id,data_year,url,lat
RO,400,Spitalul de Recuperare Borsa,24.666528,323,2020?,spital_borsa@yahoo.com,47.654216
RO,107,Spitalul de Pneumoftiziologie Leordeni Consiliul Judetean Arges,25.115331,25,2020?,www.spitalleordeni.ro,44.793596
RO,80,Spitalul Orasenesc Rupea Consiliul Local Rupea,25.220388,56,2020?,www.spitalrupea.ro,46.0375
RO,147,Spitalul Orasenesc Alesd Consiliul Local Alesd,22.3935,38,2020?,www.spitalalesd.ro,47.060329
RO,135,Spitalul Orasenesc Nehoiu Consiliul Local Nehoiu,26.30127,66,2020?,www.spitalnehoiu.com,45.41966
RO,193,Spitalul Orasenesc Buhusi Consiliul Local Buhusi,26.69829,32,2020?,www.spitalbuhusi.ro,46.71054
RO,114,Spitalul Orasenesc Lehliu-Gara Consiliul Local Lehliu-Gara,26.8519,75,2020?,www.splehliu.ro,44.442551
RO,165,Spitalul Orasenesc Dr. George Trifon Nasaud Consiliul Local Nasaud,24.40903,42,2020?,www.spitalnasaud.mediakom.ro,47.284033
RO,155,Sanatoriul de Pneumoftiziologie Brad Consiliul Judetean Hunedoara,22.824563,144,2020?,www.sanatoriulbrad.ro,46.135081
RO,612,Spitalul Municipal Dr. A. Simionescu Hunedoara Consiliul Local Hunedoara,22.758522,137,2020?,www.sphd.ro,45.800802
RO,411,Spitalul de Pediatrie Pitesti Consiliul Judetean Arges,24.865354,23,2020?,www.pediatriepitesti.ro,44.850796
RO,885,Spitalul Clinic Judetean de Urgenta Oradea Consiliul Local al Municipiului Oradea,21.885796,34,2020?,www.spitaljudetean-oradea.ro/,47.251271
RO,1035,Spitalul Judetean de Urgenta Bistrita Consiliul Judetean Bistrita Nasaud,24.505847,41,2020?,spital.bistrita.ro,47.139691
RO,935,Sanatoriul Balnear si de Recuperare Techirghiol,28.605314,313,2020?,www.sbtghiol.ro,44.049401
RO,176,Spitalul de Pneumoftiziologie Bacau Consiliul Local Bacau,26.899542,33,2020?,www.pneumoftiziologie-bacau.ro,46.564445
RO,265,Spitalul Municipal Anton Cincu Tecuci,27.437249,114,2020?,,45.847202
RO,125,Spitalul de Psihiatrie Dragoesti Consiliul Judetean Valcea,24.288025,254,2020?,www.spitaluldragoesti.ro,44.812045
RO,246,Spitalul Municipal Costache Nicolescu Dragasani Consiliul Local Dragasani,24.258279,250,2020?,www.smcnd.ro,44.659378
RO,102,Spitalul Orasenesc Sf. Filofteia Mizil Consiliul Local Mizil,26.439285,194,2020?,www.spitalmizil.ro,44.99831
RO,350,Spitalul Municipal Medgidia Consiliul Local Medgidia,28.284302,93,2020?,www.spitalmedgidia.ro,44.264871
RO,104,Sanatoriul Balneoclimateric de Copii Busteni,25.535322,325,2020?,www.sanatoriulbusteni.ro,45.416128
RO,50,Centrul Medical de Evaluare si Recuperare pentru Copii si Tineri Cristian Șerban Buziaș,21.610145,328,2020?,www.ccserban.ro,45.649692
RO,350,Spitalul Clinic de Pneumoftiziologie Iasi,27.584814,153,2020?,,47.169644
RO,135,Spitalul de Boli Infectioase Dermato - Venerologie si Psihiatrie Baia Mare Consiliul Judetean Maramures,23.5908618,166,2020?,www.sbidvp.ro,47.6614145
RO,119,Spitalul Orasenesc Bals Consiliul Local Bals,24.115725,186,2020?,http://www.spitalulbals.ro/,44.347065
RO,495,Spitalul Clinic Municipal Filantropia Craiova Consiliul Local Craiova,23.81089,103,2020?,www.filantropia.ro,44.29896
RO,1098,Institutul Clinic Fundeni,26.153297,345,2020?,www.icfundeni.ro/,44.465132
RO,120,Spitalul Municipal Orsova Consiliul Local Orsova,22.396027,170,2020?,in constructie,44.721445
RO,216,Spitalul Orasenesc Dr. Valer Russu Ludus Consiliul Local Ludus,24.094841,176,2020?,spital-ludus.ro,46.474591
